Vértice 42285: Pai = 24161, Nível = 156
Vértice 26466: Pai = 24161, Nível = 156
Vértice 31758: Pai = 26466, Nível = 157
Vértice 13395: Pai = 26466, Nível = 157
Vértice 15032: Pai = 13395, Nível = 158
Vértice 16515: Pai = 15032, Nível = 159
Vértice 19729: Pai = 15032, Nível = 159
Vértice 47617: Pai = 16515, Nível = 160
Vértice 32383: Pai = 19729, Nível = 160
Vértice 8122: Pai = 32383, Nível = 161
Vértice 30824: Pai = 32383, Nível = 161
Vértice 21869: Pai = 8122, Nível = 162
Vértice 40450: Pai = 30824, Nível = 162
Vértice 26749: Pai = 40450, Nível = 163
Vértice 20414: Pai = 40450, Nível = 163
Vértice 39729: Pai = 20414, Nível = 164
Vértice 36466: Pai = 39729, Nível = 165
Vértice 39931: Pai = 39729, Nível = 165
Vértice 9352: Pai = 39931, Nível = 166
Vértice 20627: Pai = 9352, Nível = 167
Vértice 26144: Pai = 20627, Nível = 168
Vértice 20032: Pai = 26144, Nível = 169
Vértice 1012: Pai = 26144, Nível = 169
Vértice 37166: Pai = 20032, Nível = 170
Vértice 1685: Pai = 1012, Nível = 170
Vértice 45657: Pai = 1685, Nível = 171
Vértice 37025: Pai = 45657, Nível = 172
Vértice 2343: Pai = 37025, Nível = 173
Vértice 36928: Pai = 37025, Nível = 173
Vértice 4126: Pai = 36928, Nível = 174
Vértice 25212: Pai = 4126, Nível = 175
Vértice 6971: Pai = 4126, Nível = 175
Vértice 19547: Pai = 6971, Nível = 176
Vértice 5691: Pai = 6971, Nível = 176
Vértice 26259: Pai = 19547, Nível = 177
Vértice 35903: Pai = 26259, Nível = 178
Vértice 16413: Pai = 35903, Nível = 179
Vértice 23132: Pai = 35903, Nível = 179
Vértice 35730: Pai = 16413, Nível = 180
Vértice 40565: Pai = 35730, Nível = 181
Vértice 32284: Pai = 35730, Nível = 181
Vértice 10176: Pai = 32284, Nível = 182
Vértice 42202: Pai = 32284, Nível = 182
Vértice 21157: Pai = 10176, Nível = 183
Vértice 9590: Pai = 21157, Nível = 184
Vértice 4732: Pai = 21157, Nível = 184
Vértice 14886: Pai = 4732, Nível = 185
Vértice 11804: Pai = 4732, Nível = 185
Vértice 43342: Pai = 14886, Nível = 186
Vértice 17354: Pai = 43342, Nível = 187
Vértice 40484: Pai = 17354, Nível = 188
Vértice 39969: Pai = 17354, Nível = 188
Vértice 32930: Pai = 40484, Nível = 189
Vértice 15911: Pai = 32930, Nível = 190
Vértice 14809: Pai = 15911, Nível = 191
Vértice 47094: Pai = 15911, Nível = 191
Vértice 19564: Pai = 47094, Nível = 192
Vértice 1262: Pai = 19564, Nível = 193
Vértice 31886: Pai = 1262, Nível = 194
Vértice 29795: Pai = 31886, Nível = 195
Vértice 32666: Pai = 31886, Nível = 195
Vértice 9689: Pai = 29795, Nível = 196
Vértice 34383: Pai = 9689, Nível = 197
Vértice 3406: Pai = 9689, Nível = 197
Vértice 31420: Pai = 34383, Nível = 198
Vértice 21773: Pai = 3406, Nível = 198
Vértice 5926: Pai = 21773, Nível = 199
Vértice 35313: Pai = 5926, Nível = 200
Vértice 11897: Pai = 5926, Nível = 200
Vértice 36306: Pai = 11897, Nível = 201
Vértice 44524: Pai = 11897, Nível = 201
Vértice 10870: Pai = 36306, Nível = 202
Vértice 37707: Pai = 10870, Nível = 203
Vértice 19245: Pai = 37707, Nível = 204
Vértice 25927: Pai = 37707, Nível = 204
Vértice 20143: Pai = 25927, Nível = 205
Vértice 21424: Pai = 20143, Nível = 206
Vértice 20555: Pai = 20143, Nível = 206
Vértice 49348: Pai = 20555, Nível = 207
Vértice 24713: Pai = 20555, Nível = 207
Vértice 2944: Pai = 24713, Nível = 208
Vértice 22275: Pai = 24713, Nível = 208
Vértice 23342: Pai = 22275, Nível = 209
Vértice 26547: Pai = 22275, Nível = 209
Vértice 40379: Pai = 26547, Nível = 210
Vértice 30138: Pai = 26547, Nível = 210
Vértice 27084: Pai = 30138, Nível = 211
Vértice 30945: Pai = 30138, Nível = 211
Vértice 11995: Pai = 30945, Nível = 212
Vértice 36532: Pai = 30945, Nível = 212
Vértice 39187: Pai = 11995, Nível = 213
Vértice 6702: Pai = 6971, Nível = 176
Vértice 13629: Pai = 39187, Nível = 214
Vértice 40233: Pai = 13629, Nível = 215
Vértice 25525: Pai = 13629, Nível = 215
Vértice 1556: Pai = 25525, Nível = 216
Vértice 27525: Pai = 25525, Nível = 216
Vértice 5224: Pai = 27525, Nível = 217
Vértice 27207: Pai = 27525, Nível = 217
Vértice 31182: Pai = 5224, Nível = 218
Vértice 41562: Pai = 27207, Nível = 218
Vértice 23912: Pai = 41562, Nível = 219
Vértice 7944: Pai = 41562, Nível = 219
Vértice 44809: Pai = 7944, Nível = 220
Vértice 23300: Pai = 7944, Nível = 220
Vértice 37632: Pai = 23300, Nível = 221
Vértice 35370: Pai = 23300, Nível = 221
Vértice 13981: Pai = 35370, Nível = 222
Vértice 26019: Pai = 35370, Nível = 222
Vértice 35954: Pai = 26019, Nível = 223
Vértice 10710: Pai = 35954, Nível = 224
Vértice 17646: Pai = 35954, Nível = 224
Vértice 13005: Pai = 10710, Nível = 225
Vértice 22314: Pai = 13005, Nível = 226
Vértice 783: Pai = 13005, Nível = 226
Vértice 47001: Pai = 783, Nível = 227
Vértice 45634: Pai = 47001, Nível = 228
Vértice 884: Pai = 47001, Nível = 228
Vértice 39403: Pai = 884, Nível = 229
Vértice 39680: Pai = 39403, Nível = 230
Vértice 7072: Pai = 39403, Nível = 230
Vértice 3802: Pai = 39680, Nível = 231
Vértice 36976: Pai = 3802, Nível = 232
Vértice 15243: Pai = 36976, Nível = 233
Vértice 23732: Pai = 36976, Nível = 233
Vértice 16128: Pai = 21721, Nível = 60
Vértice 3669: Pai = 16128, Nível = 61
Vértice 5302: Pai = 3669, Nível = 62
Vértice 20191: Pai = 5302, Nível = 63
Vértice 48490: Pai = 5302, Nível = 63
Vértice 3434: Pai = 48490, Nível = 64
Vértice 4345: Pai = 3434, Nível = 65
Vértice 5581: Pai = 4345, Nível = 66
Vértice 44899: Pai = 4345, Nível = 66
Vértice 38775: Pai = 5581, Nível = 67
Vértice 17558: Pai = 44899, Nível = 67
Vértice 12925: Pai = 17558, Nível = 68
Vértice 1263: Pai = 17558, Nível = 68
Vértice 28406: Pai = 1263, Nível = 69
Vértice 37618: Pai = 1263, Nível = 69
Vértice 20298: Pai = 37618, Nível = 70
Vértice 14963: Pai = 20298, Nível = 71
Vértice 45561: Pai = 20298, Nível = 71
Vértice 29031: Pai = 45561, Nível = 72
Vértice 27895: Pai = 45561, Nível = 72
Vértice 22127: Pai = 29031, Nível = 73
Vértice 20983: Pai = 22127, Nível = 74
Vértice 15050: Pai = 22127, Nível = 74
Vértice 8844: Pai = 15050, Nível = 75
Vértice 29615: Pai = 8844, Nível = 76
Vértice 21087: Pai = 8844, Nível = 76
Vértice 20832: Pai = 21087, Nível = 77
Vértice 42358: Pai = 21087, Nível = 77
Vértice 46467: Pai = 20832, Nível = 78
Vértice 47295: Pai = 46467, Nível = 79
Vértice 5205: Pai = 47295, Nível = 80
Vértice 22837: Pai = 47295, Nível = 80
Vértice 33910: Pai = 22837, Nível = 81
Vértice 20242: Pai = 33910, Nível = 82
Vértice 2725: Pai = 33910, Nível = 82
Vértice 32489: Pai = 2725, Nível = 83
Vértice 2930: Pai = 2725, Nível = 83
Vértice 49083: Pai = 2930, Nível = 84
Vértice 23695: Pai = 49083, Nível = 85
Vértice 493: Pai = 49083, Nível = 85
Vértice 29360: Pai = 493, Nível = 86
Vértice 4187: Pai = 29360, Nível = 87
Vértice 34102: Pai = 29360, Nível = 87
Vértice 15634: Pai = 34102, Nível = 88
Vértice 42406: Pai = 15634, Nível = 89
Vértice 19491: Pai = 42406, Nível = 90
Vértice 47842: Pai = 42406, Nível = 90
Vértice 47129: Pai = 47842, Nível = 91
Vértice 9732: Pai = 47842, Nível = 91
Vértice 143: Pai = 47129, Nível = 92
Vértice 23090: Pai = 9732, Nível = 92
Vértice 21408: Pai = 23090, Nível = 93
Vértice 26517: Pai = 21408, Nível = 94
Vértice 48916: Pai = 21408, Nível = 94
Vértice 7244: Pai = 26517, Nível = 95
Vértice 2538: Pai = 48916, Nível = 95
Vértice 39745: Pai = 2538, Nível = 96
Vértice 1991: Pai = 2538, Nível = 96
Vértice 33020: Pai = 1991, Nível = 97
Vértice 16468: Pai = 33020, Nível = 98
Vértice 44666: Pai = 33020, Nível = 98
Vértice 27535: Pai = 44666, Nível = 99
Vértice 45111: Pai = 44666, Nível = 99
Vértice 128: Pai = 27535, Nível = 100
Vértice 25489: Pai = 45111, Nível = 100
Vértice 1416: Pai = 25489, Nível = 101
Vértice 39051: Pai = 25489, Nível = 101
Vértice 48463: Pai = 39051, Nível = 102
Vértice 10513: Pai = 39051, Nível = 102
Vértice 18405: Pai = 10513, Nível = 103
Vértice 16850: Pai = 10513, Nível = 103
Vértice 44256: Pai = 18405, Nível = 104
Vértice 31217: Pai = 49190, Nível = 27
Vértice 18218: Pai = 31217, Nível = 28
Vértice 3465: Pai = 31217, Nível = 28
Vértice 41367: Pai = 8490, Nível = 32
Vértice 47911: Pai = 3465, Nível = 29
Vértice 15056: Pai = 47911, Nível = 30
Vértice 4388: Pai = 47911, Nível = 30
Vértice 35224: Pai = 4388, Nível = 31
Vértice 27359: Pai = 4388, Nível = 31
Vértice 6551: Pai = 27359, Nível = 32
Vértice 10158: Pai = 27359, Nível = 32
Vértice 7917: Pai = 10158, Nível = 33
Vértice 15796: Pai = 12259, Nível = 121
Vértice 11402: Pai = 15796, Nível = 122
Vértice 31583: Pai = 15796, Nível = 122
Vértice 40622: Pai = 31583, Nível = 123
Vértice 14708: Pai = 40622, Nível = 124
Vértice 31321: Pai = 40622, Nível = 124
Vértice 21697: Pai = 31321, Nível = 125
Vértice 38549: Pai = 31321, Nível = 125
Vértice 32388: Pai = 38549, Nível = 126
Vértice 4300: Pai = 38549, Nível = 126
